id,question,answer,category,tags,alt_questions,img_keys
HARIWON,HARIWON 30SL,"Nhóm sản phẩm: Thuốc trừ bệnh trong đất. Các tên / nhãn tương đương: HARIWON 30SL. Hoạt chất: Hymexazol: 30% w/w - Phụ gia đặc biệt: 70% w/w. Nhóm thuốc: Thuốc trừ bệnh. Hãng sản xuất: Weifang Huanuo Biotechnology Co., Ltd.. Đặc tính – công dụng: Hariwon 30SL chứa hoạt chất trừ bệnh trong đất tiên tiến mới nhất hiện nay là Hymexazol. Có tác dụng phòng trừ các loại nấm trong đất như Phytium, fusarium, Phytophthora… gây ra bệnh thối rễ, lỡ cổ rễ, chạy dây, chết con, tuyến trùng, héo xanh. Thuốc còn có tác dụng kích thích hạt giống và cây phát triển bộ rễ. Giúp xử lý đất, trừ nấm bệnh trước khi gieo trồng, giúp trồng được nhiều vụ rau, hoa lặp đi lặp lại trong năm, cây trồng phát triển tốt không bị bệnh về sau.. Đối tượng: Cây trồng: Lúa, Ớt, dưa hấu, dưa leo, hoa cúc, hoa hồng, khoai lang, khoai tây, khoai mì, cà chua, cà tím, mía, đậu nành, dâu xanh, dâu tây, thuốc lá, gừng, riềng, nghệ, củ cái, tỏi, hồ tiêu, cà phê, sầu riêng, cam, quýt, bưởi, cây ăn trái, thanh long, rau màu, bắp cải, bãi cỏ.. Phạm vi: Phòng trừ bệnh cho lúa và kích rễ, xử lý đất trước khi gieo trồng cây; phun, tưới gốc cây khi vết bệnh mới xuất hiện.. Liều dùng – cách pha – lượng nước: Pha 20ml thuốc cho 500ml nước. Trộn đều với thóc, sau đó ngâm ủ theo tập quán. Pha 15 - 20ml/bình 20L nước. Tưới xử lý đất trước khi gieo trồng cây; hoặc phun, tưới gốc cây khi vết bệnh mới xuất hiện. Lượng nước tưới gốc đảm bảo thấm tới đất mà phần rễ cây trồng phát triển.. Thời điểm – hiệu lực: Không phun thuốc khi trời sắp mưa hoặc có gió lớn. Thời gian cách ly: 7 ngày sau khi phun.. Lưu ý an toàn: Không phun thuốc khi trời sắp mưa hoặc có gió lớn.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Không có thông tin.",Thuốc BVTV,group:herbicide; alias:hariwon-30sl; ai:hymexazol; ai_rate:30%; type:other,"[""Thông tin về HARIWON 30SL"", ""Cách sử dụng HARIWON 30SL"", ""HARIWON 30SL có tác dụng gì?"", ""Liều dùng của HARIWON 30SL là gì?"", ""HARIWON 30SL có an toàn không?"", ""HARIWON 30SL và các bệnh hại cây trồng"", ""HARIWON 30SL có thể dùng cho cây nào?"", ""Hướng dẫn pha HARIWON 30SL""]",
TOSHIRO,TOSHIRO 10EC,"Nhóm sản phẩm: Thuốc BVTV. Các tên / nhãn tương đương: TOSHIRO 10EC. Hoạt chất: Penconazole 10% w/w - Phụ gia đặc biệt 90% w/w. Nhóm thuốc: Fungicide. Hãng sản xuất: Jiangsu henben Biochemical Co., Ltd. Đặc tính – công dụng: Penconazole là thuốc hoạt chất gốc Triazoles mới tiên tiến, thấm sâu, lưu dẫn trong cây trồng, di chuyển hướng ngọn trong mô thực vật, với phổ tác động rộng diệt trừ nhiều loại nấm bệnh khó trị.. Đối tượng: Sầu riêng, Khoai tây, Chuối, Khoai lang, Hành, tỏi, gừng, riềng, cà rốt, Dưa hấu, bắp cải, dâu tây, Hoa hồng, Lúa, Cam, quýt, Cà phê, Hoa cúc, Điều, dưa hấu, Thuốc lá. Phạm vi: Vàng lá, thối rễ, đốm lá, Mốc sương, Héo vàng, Chết dây, Thối củ, đốm lá, Héo rũ, thối thân, mốc trắng, mốc xám, phấn trắng, Đốm đen lá, Đạo ôn, khô vằn, thối thân, lem lép hạt, Ghẻ, sẹo, Rỉ sắt, Đốm mắt cua, Thán thư, Muội đen, đốm nâu. Liều dùng – cách pha – lượng nước: Phun, kết hợp tưới. Pha 20 – 25ml /bình 20 lít. Phun (tưới) khi bệnh vừa mới xuất hiện.. Thời điểm – hiệu lực: Phun (tưới) khi bệnh vừa mới xuất hiện.. Lưu ý an toàn: Không phun thuốc khi trời sắp mưa hoặc có gió lớn. Thời gian cách ly: 7 ngày sau khi phun.",Fungicide,"group:fungicide, alias:toshiro-10ec, ai:penconazole, ai_rate:10%, type:fungicide","[""Thông tin về TOSHIRO 10EC"", ""Cách sử dụng TOSHIRO 10EC"", ""TOSHIRO 10EC có tác dụng gì?"", ""Liều dùng của TOSHIRO 10EC"", ""TOSHIRO 10EC có an toàn không?"", ""Bệnh nào có thể điều trị bằng TOSHIRO 10EC?"", ""Hãng sản xuất TOSHIRO 10EC là ai?"", ""TOSHIRO 10EC có những đặc tính gì?""]",
Shonam,Shonam 500SC,"Nhóm sản phẩm: Thuốc BVTV. Các tên / nhãn tương đương: Shonam 500SC. Hoạt chất: Fluazinam 500g/L + Special additives 500g/L. Nhóm thuốc: Fungicide. Hãng sản xuất: Shandong Weifang Rainbow Chemical Co., Ltd.. Đặc tính – công dụng: Hoạt chất Fluazinam là thuốc dùng để quản lý nấm bệnh phổ rộng có tác động tiếp xúc mạnh và thấm sâu nhanh, ức chế tất cả các giai đoạn phát triển của nấm bệnh, bảo vệ cây trồng toàn.. Đối tượng: Lúa, Nho, Bắp cải, Dưa hấu, Lạc (đậu phộng), Khoai tây. Phạm vi: Đạo ôn, khô vằn, Phấn trắng, mốc sương, Sưng rễ, Giả sương mai, Đốm lá, Mốc sương. Liều dùng – cách pha – lượng nước: Sử dụng 1,0 lít/ha. Pha 24ml/bình 20 lít nước. Pha 1 chai 240ml/200 lít nước. Lượng nước phun từ 400 – 500 lít/ha. Phun thuốc khi tỷ lệ bệnh khoảng 5%.. Thời điểm – hiệu lực: Phun thuốc khi tỷ lệ bệnh khoảng 5%.. Lưu ý an toàn: Không phun thuốc khi trời sắp mưa hoặc có gió lớn. Thời gian cách ly: 7 ngày sau khi phun.",Fungicide,"group:fungicide, alias:shonam-500sc, ai:fluazinam, ai_rate:500g/L, type:fungicide","[""Thông tin về Shonam 500SC"", ""Cách sử dụng Shonam 500SC"", ""Shonam 500SC có tác dụng gì?"", ""Liều dùng của Shonam 500SC là bao nhiêu?"", ""Shonam 500SC có an toàn không?"", ""Hãng sản xuất Shonam 500SC là ai?"", ""Shonam 500SC dùng cho cây gì?"", ""Lưu ý khi sử dụng Shonam 500SC""]",
Paskin,Paskin 250,"Nhóm sản phẩm: Paskin 250. Các tên / nhãn tương đương: Paskin 250. Hoạt chất: Pyraclostrobin 250g/L - Special additives 750g/L. Nhóm thuốc: Fungicide. Hãng sản xuất: Yongnong Bioscience Co., Ltd.. Đặc tính – công dụng: Pyraclostrobin là hoạt chất diệt nấm bệnh, kích thích sinh trưởng cây trồng phổ biến đối với axit methacrylic, có cấu trúc pyrazalo. Hoạt chất làm ức chế ti thể, hô hấp dẫn đến chết tế bào, giúp diệt nấm bệnh phổ rộng, cải thiện sức đề kháng, thúc đẩy quá trình sinh trưởng cây trồng, làm tăng lượng diệp lục tố giúp cây có bộ lá xanh lá hơn.. Đối tượng: Lúa, Cà phê, Hồ tiêu, Ngô, Lạc (đậu phộng). Phạm vi: Đạo ôn, lem lép hạt, Thán thư, Xử lí hạt giống, điều hòa sinh trưởng. Liều dùng – cách pha – lượng nước: Pha 20-25ml/bình 20 lít. Phun từ 500-800 lít/ha cho bệnh hại; Pha 20ml/bình 20 lít. Phun từ 500-600 lít/ha cho điều hòa sinh trưởng.. Thời điểm – hiệu lực: Phun ướt đều 2 mặt lá khi vết bệnh vừa mới xuất hiện, tỷ lệ khoảng 5%. Nên phun lúc sáng sớm hoặc chiều mát.. Lưu ý an toàn: Thời gian cách ly: 14 ngày trên Lạc (đậu phộng), 45 ngày trên Cà phê, 7 ngày trên Hồ tiêu.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Không có thông tin.",Pesticide,"group:fungicide, alias:paskin-250, ai:pyraclostrobin, ai_rate:250g/L, type:fungicide","[""Thông tin về Paskin 250"", ""Cách sử dụng Paskin 250"", ""Paskin 250 có tác dụng gì?"", ""Liều dùng của Paskin 250 là bao nhiêu?"", ""Paskin 250 có an toàn không?"", ""Paskin 250 dùng cho cây gì?"", ""Hãng sản xuất Paskin 250 là ai?"", ""Paskin 250 có thời gian cách ly bao lâu?""]",
TOPXIM,TOPXIM PRO 30SC,"Nhóm sản phẩm: TOPXIM PRO 30SC. Các tên / nhãn tương đương: TOPXIM PRO 30SC. Hoạt chất: Kresoxim-methyl 30% w/w + Phụ gia đặc biệt 70% w/w. Nhóm thuốc: Thuốc trừ bệnh. Hãng sản xuất: Shaanxi Dongpeng Kaiyuan Agricultural Technology Co., Ltd. Đặc tính – công dụng: Sản phẩm là thuốc trừ bệnh phổ rộng thế hệ mới nhất, có tác dụng nội hấp, lưu dẫn phổ rộng phòng từ nhiều loại bệnh hại trên cây trồng, rau màu, cây ăn trái. Hiệu quả cao và kéo dài. Đặc trị các loại bệnh như: Sương mai, đạo ôn, rỉ sắt (nấm cóc), đốm lá, đốm vòng, đốm mắt cua, phấn trắng, mốc xám (nấm lông chuộc), cháy lá, thán thư,... Đối tượng: Cây trồng: Lúa, Xoài, ớt, thanh long, nhãn, nho, hành, đậu côve, đậu đũa, dưa hấu, điều, Cà chua, dưa hấu, rau củ, Cam, chanh, bưởi, hoa đào, dâu tây, Rau muống, rau dền, Ớt, mồng tơi, đậu đũa, Hồ tiêu. Phạm vi: Bệnh hại: Đạo ôn, khô vằn, cháy lá, Thán thư, phấn trắng, đốm lá, Sương mai, đốm vòng, mốc xám, Đốm lá, ghẻ sẹo, đốm đen, Rỉ trắng, Đốm mắt cua, Chết nhanh, đốm lá. Liều dùng – cách pha – lượng nước: Liều lượng: 0.75 lít/ha. Pha từ 20-25ml cho bình 20-25 lít nước. Thời điểm – hiệu lực: Lượng nước phun từ 500-600 lít/ha. Phun thuốc vào lúc sáng sớm hoặc chiều mát khi bệnh mới xuất hiện, tỷ lệ bệnh khoảng 5%. Phun ướt đều tán lá cây trồng khi bệnh vừa chớm xuất hiện (nếu bệnh nặng nên tăng liều phù hợp hoặc phun lặp lại sau 7 ngày để đạt hiệu quả cao nhất). Thời gian cách ly: 7 ngày sau khi phun.",Thuốc BVTV,"group:topxim-pro, alias:topxim-pro-30sc, ai:kresoxim-methyl, ai_rate:30%, type:fungicide","[""Thông tin về TOPXIM PRO 30SC"", ""Cách sử dụng TOPXIM PRO 30SC"", ""TOPXIM PRO 30SC có tác dụng gì?"", ""Liều dùng của TOPXIM PRO 30SC là bao nhiêu?"", ""TOPXIM PRO 30SC có những bệnh nào?"", ""Hãng sản xuất TOPXIM PRO 30SC là ai?"", ""TOPXIM PRO 30SC có an toàn không?"", ""TOPXIM PRO 30SC có thời gian cách ly bao lâu?""]",
IC-TOP,IC-TOP 28.1SC BOÓCDOR,"Nhóm sản phẩm: Thuốc trừ nấm bệnh. Các tên / nhãn tương đương: IC-TOP 28.1SC BOÓCDOR. Hoạt chất: Brodeaux mixture 3.7% w/w Cu + Phụ gia đặt biệt...96.3% w/w. Nhóm thuốc: Thuốc trừ nấm bệnh. Hãng sản xuất: Inoue Calcium Corporation (Japan). Đặc tính – công dụng: BOÓCDOR là thuốc trừ nấm bệnh vi khuẩn hỗn hợp giữa Đồng và Vôi, sản phẩm có tác dụng tiếp xúc, độ bám dính cao, hạn chế tối đa việc rửa trôi do mưa, nâng cao hiệu quả phòng trừ nấm bệnh và vi khuẩn trên nhiều loại cây trồng. Sử dụng BOÓCDOR sau thu hoạch để xả bớt lá già, lá trị bệnh. Đồng thời giúp tẩy sạch rong rêu, tảo đỏ và các loại nấm bệnh trên cây, bảo vệ cây trồng trước khi vào mùa vụ mới.. Đối tượng: Cây trồng: Lúa, nho, cam, quýt, xoài, nhãn, hành, cà chua, bắp, cải, vải, hoa các loại, cây mơ, tỏi, cà rốt, dâu tây, rau cải, khoai môn, măng tây, dưa hấu, cao su, cà phê, bưởi, khoai tây, măng tây, thanh long, trà (chè), cây đào,.... Phạm vi: Bệnh hại: Bạc lá, đạo ôn, khô vằn, loét vi khuẩn, phấn trắng, mốc sương, sên nhớt, sên vỏ mỏng, đốm lá, đốm nâu, nấm hồng, lở cổ rễ, thán thư, cháy lá, mốc xám, rỉ sắt, đốm mắt cua, sương mai, thối nhũn, nứt thân, ghẻ sẹo, héo rủ, thối củ, xì mủ,.... Liều dùng – cách pha – lượng nước: Pha theo tỷ lệ 1:50-100 (1kg cho 50-100 lít nước). Phun từ 600-800 lít/ha.. Thời điểm – hiệu lực: Không sử dụng trên cây trồng khi đang ra hoa, mầm non, trái non. Thời gian cách ly: 5 ngày sau khi phun.. Lưu ý an toàn: Pha tỷ lệ sẽ căn cứ vào cây trồng, tuổi cây, giai đoạn sinh trưởng, và tình hình dịch bệnh để sử dụng cho thích hợp. Sản phẩm sử dụng được trên máy bay Drone. Khi cây bị bệnh nặng, hỗn hợp với sản phẩm sau để phòng trừ: Niko 72WP (Mancozeb 64% w/w + Cymoxanil 8% w/w), Tatsu 25WP (Metalaxyl 25% w/w). Không phun thuốc khi trời sắp mưa và có gió lớn.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Không có thông tin.",Thuốc BVTV,group:herbicide; alias:ic-top-28-1sc-boocdor; ai:brodeaux-mixture; ai_rate:3.7%; type:fungicide,"[""Thông tin về IC-TOP 28.1SC BOÓCDOR"", ""Cách sử dụng IC-TOP 28.1SC BOÓCDOR"", ""IC-TOP 28.1SC BOÓCDOR có tác dụng gì?"", ""Liều dùng của IC-TOP 28.1SC BOÓCDOR"", ""IC-TOP 28.1SC BOÓCDOR có an toàn không?"", ""Hãng sản xuất IC-TOP 28.1SC BOÓCDOR là ai?"", ""IC-TOP 28.1SC BOÓCDOR có thể dùng cho cây nào?"", ""IC-TOP 28.1SC BOÓCDOR có lưu ý gì khi sử dụng?""]",
Afenzole_top,"Afenzole Top 325SC, Asmilka Top 325SC","Nhóm sản phẩm: Thuốc trừ bệnh. Các tên / nhãn tương đương: Afenzole Top 325SC, Asmilka Top 325SC. Hoạt chất: Azoxystrobin 200g/lít + Difenoconazole 125g/lít. Nhóm thuốc: Thuốc trừ bệnh. Hãng sản xuất: Shandong United Pesticide Industry Co., Ltd.. Đặc tính – công dụng: Afenzole 325SC Top là sự kết hợp 2 hoạt chất trừ bệnh có khả năng lưu dẫn mạnh trong cây trồng giúp phòng trừ các loại nấm bệnh gây hại. Thuốc có tác dụng gây ức chế sự nẩy mầm của bào tử và sự sinh trưởng của sợi nấm.. Đối tượng: Cây trồng: Lúa, Lạc (đậu phộng), Hoa hồng, dâu tây, Cao su, Cà phê, hồ tiêu, Ngô (bắp), sầu riêng, xoài. Phạm vi: Bệnh hại: Lem lép hạt, khô vằn, đạo ôn, Chết cây con, Thán thư, phấn trắng, Vàng lá, nứt vỏ, Rỉ sắt, thán thư, Khô vằn, rỉ sắt, đốm lá. Liều dùng – cách pha – lượng nước: Sử dụng 0.06%. Pha 25ml/ bình 25 lít nước. Lượng nước phun từ 600 - 800 lít/ha. Phun khi tỉ lệ bệnh mới xuất hiện, tỷ lệ khoảng 5%.. Thời điểm – hiệu lực: Phun vào sáng sớm hoặc chiều mát để đạt hiệu quả cao.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn. Thời gian cách ly: 7 ngày sau khi phun.",Pesticide,"group:herbicide, alias:afenzole-top-325sc, alias:asmilka-top-325sc, ai:azoxystrobin, ai_rate:200g/lít, type:fungicide","[""Thông tin về Afenzole Top 325SC"", ""Cách sử dụng Asmilka Top 325SC"", ""Afenzole Top 325SC có tác dụng gì?"", ""Hướng dẫn sử dụng Asmilka Top 325SC"", ""Liều dùng của Afenzole Top 325SC là gì?"", ""Afenzole Top 325SC và Asmilka Top 325SC có gì khác nhau?"", ""Thời điểm phun thuốc Afenzole Top 325SC"", ""Lưu ý khi sử dụng Asmilka Top 325SC""]",
Mi_Stop,Mi Stop 350SC,"Nhóm sản phẩm: Thuốc trừ bệnh. Các tên / nhãn tương đương: Mi Stop 350SC. Hoạt chất: Azoxystrobin 200g/lít, Difenoconazole 150g/lít. Nhóm thuốc: Thuốc trừ bệnh. Hãng sản xuất: Jiangyin Jianglian Chemical Co., Ltd, Guangxi Hui Feng Biotechnology Co., Ltd. Đặc tính – công dụng: Mi Stop 350SC ngăn cản sự tổng hợp Acid amin của tế bào nấm và ức chế tổng hợp Ergosterol. Mi Stop 350SC là thuốc trừ bệnh nội hấp, lưu dẫn mạnh để kiểm soát bệnh hại trên cây trồng.. Đối tượng: Đào, mơ, nho, dâu tây, dưa lê, lạc (đậu phộng), vải, hoa hồng, hồng quả, cao su, cà phê, tía tô, tỏi, lúa, ớt. Phạm vi: Mắt cua, thán thư, phấn trắng, mốc sương, chết cây con, vàng lá, lem lép hạt, đạo ôn, thối gốc. Liều dùng – cách pha – lượng nước: 0.25 - 0.3 lít/ha. Pha 20 - 25ml/bình 20 - 25 lít nước cho các cây trồng như Đào, mơ, nho, dâu tây, dưa lê, lạc, vải, hoa hồng, hồng quả, cao su, cà phê, tía tô, tỏi. Pha 20-40ml/bình 20 lít cho lúa. Pha 20-30ml/bình 20 lít cho ớt.. Thời điểm – hiệu lực: Không phun khi cây đang có hoa, không phun khi trời sắp mưa to, trường hợp bệnh nặng phun lặp lại sau 5 - 7 ngày.. Lưu ý an toàn: Đối với cây nhạy cảm: Đu đủ, dưa, bầu bí và cây ghép: Nho ghép, xoài ghép, vải chín sớm, phun bằng máy áp lực cần giảm liều pha cho phù hợp.",Thuốc BVTV,"group:herbicide, alias:mi-stop-350sc, ai:azoxystrobin,difenoconazole, ai_rate:200g/lít,150g/lít, type:fungicide","[""Thông tin về Mi Stop 350SC"", ""Cách sử dụng Mi Stop 350SC"", ""Mi Stop 350SC có tác dụng gì?"", ""Liều dùng của Mi Stop 350SC là bao nhiêu?"", ""Mi Stop 350SC có những hoạt chất nào?"", ""Ai sản xuất Mi Stop 350SC?"", ""Mi Stop 350SC dùng cho cây gì?"", ""Lưu ý khi sử dụng Mi Stop 350SC""]",
NATICUR,NATICUR,"Nhóm sản phẩm: Thuốc trừ bệnh. Các tên / nhãn tương đương: NATICUR. Hoạt chất: Tebuconazole 20%w/w, Trioxystrobin 10%w/w, Special additives 70%w/w. Nhóm thuốc: Thuốc trừ nấm. Hãng sản xuất: Shanghai Shengnong Pesticide Co., Ltd.. Đặc tính – công dụng: Sản phẩm là hỗn hợp của 2 hoạt chất Tebuconazole và Trioxystrobin có tác dụng nội hấp, lưu dẫn mạnh, gây ức chế hô hấp của sợi nấm, ngăn chặn sự hình thành bào tử và phát triển của nấm bệnh. Sản phẩm đặc trị Lem lép hạt, khô vằn, đạo ôn/ lúa; rỉ sắt/ cà phê, lạc, đậu tương; thán thư/ hoa hồng, điều, cà phê; đốm lá/ hoa cúc, hồ tiêu; phấn trắng/ hoa hồng; thán thư, bệnh sọc đen/ ca cao; đốm vòng/ khoai tây; khô văng, đốm lá/ ngô,.... Đối tượng: Lúa, cà phê, lạc, đậu tương, hoa cúc, tiêu, hoa hồng, điều, ca cao, khoai tây, ngô. Phạm vi: Đặc trị nhiều loại bệnh hại trên các loại cây trồng. Liều dùng – cách pha – lượng nước: Sử dụng 0.1%, pha 15 - 30ml/bình 18 - 25 lít nước.. Thời điểm – hiệu lực: Phun thuốc khi bệnh mới xuất hiện, tỷ lệ bệnh khoảng 5%. Phun vào lúc sáng sớm hoặc chiều mát để đạt hiệu quả cao nhất.. Lưu ý an toàn: Lượng nước phun từ 700 - 1.000 lít/ha. Thời gian cách ly: 7 ngày sau khi phun.",Pesticide,"group:herbicide, alias:naticur, ai:tebuconazole, ai_rate:20%w/w, type:fungicide","[""Thông tin về NATICUR"", ""Cách sử dụng NATICUR"", ""NATICUR có tác dụng gì?"", ""Liều dùng của NATICUR là bao nhiêu?"", ""NATICUR có những hoạt chất nào?"", ""NATICUR được sản xuất bởi hãng nào?"", ""Đối tượng sử dụng của NATICUR là gì?"", ""NATICUR có lưu ý an toàn nào không?""]",
KING-CIDE,KING-CIDE JAPAN 460SC,"Nhóm sản phẩm: Thuốc trừ bệnh. Các tên / nhãn tương đương: KING-CIDE JAPAN 460SC. Hoạt chất: Azoxystrobin 200g/L - Hexaconazole 40g/L + Tricyclazole 220g/L. Nhóm thuốc: Thuốc trừ bệnh. Hãng sản xuất: Guangxi Hui Feng Biotechnology Co., Ltd, King Tech Corporation, Meghmani Organics Ltd. Đặc tính – công dụng: Sản phẩm là thuốc trừ bệnh kết hợp từ 3 hoạt chất Azoxystrobin, Hexaconazole và Tricyclazole. Với khả năng lưu dẫn cao và tác động nội hấp mạnh, thuốc có hiệu quả phòng trừ nhiều loại bệnh như đạo ôn, khô vằn, mốc sương, đốm lá, rỉ sắt, thán thư, phấn trắng, bệnh giả sương mai, bệnh nấm hồng,.... Đối tượng: Lúa, Cà phê, Xoài, sầu riêng, Cao su, Cam, quýt, bưởi, Hoa cúc, hoa hồng, Dưa leo, ớt, cà chua. Phạm vi: Lem lép hạt, khô vằn, đốm nâu, đạo ôn, nấm hồng, rỉ sắt, thán thư, vàng lá, rụng lá, đốm lá, phấn trắng, đốm vòng. Liều dùng – cách pha – lượng nước: 0.4 lít/ha. Pha 20 - 25ml/bình 20 - 25 lít nước. Lượng nước phun 400 - 500 lít/ha.. Thời điểm – hiệu lực: Phun khi lúa trổ lác đác và khi lúa đã trổ đều. Phun vào lúc sáng sớm hoặc chiều mát lúc trời không có gió và mưa to.. Lưu ý an toàn: Thời gian cách ly: 14 ngày sau khi phun.",Thuốc BVTV,"group:herbicide, alias:king-cide-japan-460sc, ai:Azoxystrobin, ai_rate:200g/L - Hexaconazole 40g/L + Tricyclazole 220g/L, type:fungicide","[""Thông tin về KING-CIDE JAPAN 460SC"", ""Cách sử dụng KING-CIDE JAPAN 460SC"", ""KING-CIDE JAPAN 460SC có tác dụng gì?"", ""Liều dùng của KING-CIDE JAPAN 460SC là bao nhiêu?"", ""KING-CIDE JAPAN 460SC có những hoạt chất nào?"", ""Hãng sản xuất KING-CIDE JAPAN 460SC là ai?"", ""KING-CIDE JAPAN 460SC dùng cho cây gì?"", ""KING-CIDE JAPAN 460SC có lưu ý gì khi sử dụng?""]",
