id,question,answer,category,tags,alt_questions,img_keys
sha_chong_jing,SHA CHONG JING 95WP,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: SHA CHONG JING 95WP. Hoạt chất: Thiosultap-sodium (Nereistoxin) (Monosultap) 95%w/w - Special Additives ... 5% w/w. Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Liyang Lihua Chemical Co., Ltd.. Đặc tính – công dụng: Thiosultap-Sodium có tác dụng tiếp xúc vị độc, cản trở hoạt động của cơ quan cảm nhận trong tế bào thần kinh côn trùng. Thuốc có phổ tác động rộng diệt cả trứng sâu, trừ được nhiều loại sâu rầy chích hút và miệng nhai.. Đối tượng: Cây trồng: Lúa, ngô (bắp), mía, lạc, đậu tương, điều, cà phê... Sâu hại: Sâu cuốn lá, sâu đục thân, bọ trĩ (bù lạch), sâu năng (muỗi hành), rệp sáp, bọ xít muỗi, sâu khoang, rầy nâu, sâu đục bẹ... Cây trồng: Hoa hồng Sâu hại: Sâu đục nụ. Phạm vi: Cây trồng: Lúa, ngô (bắp), mía, lạc, đậu tương, điều, cà phê, Hoa hồng. Liều dùng – cách pha – lượng nước: - Sử dụng 0.45 - 0.6kg với 400 - 600 lít/ha. - Pha 10 - 14 g thuốc/bình 10 lít nước. - Phun 1.5 bình cho 1 sào Bắc Bộ (360 m²). - Phun 3 bình cho 1 sào Trung Bộ (500 m²). - Phun 6 bình cho 1 công Hoa hồng Sâu đục nụ Nam Bộ (1.000 m²).. Thời điểm – hiệu lực: Thời gian cách ly: 14 ngày.. Lưu ý an toàn: - Lượng nước phun từ 500 - 600lít/ha. - Không phun thuốc khi có gió lớn hoặc trời sắp mưa to. - Không phun thuốc cho cây dâu nuôi tằm. - Không phun thuốc khi cây có hoa hoặc lá còn ướt hoặc có sương. - Có thể trộn chung với các loại thuốc BVTV khác, trừ thuốc có tính kiềm, pha xong phải phun ngay.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Có thể trộn chung với các loại thuốc BVTV khác, trừ thuốc có tính kiềm.",Thuốc BVTV,group:herbicide; alias:sha-chong-jing-95wp; ai:Thiosultap-sodium; ai_rate:95%; type:insecticide,"[""Thông tin về SHA CHONG JING 95WP"", ""SHA CHONG JING 95WP có tác dụng gì?"", ""Hướng dẫn sử dụng SHA CHONG JING 95WP"", ""SHA CHONG JING 95WP có an toàn không?"", ""Liều dùng của SHA CHONG JING 95WP là gì?"", ""SHA CHONG JING 95WP có thể trộn với thuốc nào?"", ""SHA CHONG JING 95WP dùng cho cây gì?"", ""SHA CHONG JING 95WP có thời gian cách ly bao lâu?""]",
OHAYO,OHAYO 100SC,"Nhóm sản phẩm: Thuốc trừ sâu thế hệ mới, nhóm pyrazole. Các tên / nhãn tương đương: OHAYO 100SC. Hoạt chất: Chlorfenapyr 100g/lít, Phụ gia đặc biệt 900g/lít. Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Fertiagro Pte., Ltd (Singapore). Đặc tính – công dụng: Ohayo 100SC là thuốc trừ sâu thế hệ mới, nhóm pyrazole, an toàn cho cây trồng, hiệu quả kéo dài. Diệt trừ các loại sâu, và nhện hại đã kháng các loại thuốc khác. Đặc trị bọ trĩ trên chè (trà), dưa, hoa, nhện trắng trên cây có múi, hoa, sâu tơ, sâu xanh da láng trên rau. Đối tượng: Cây trồng: Bầu bí, chè, dưa các loại, hoa các loại; Rau các loại; Lúa. Phạm vi: Bọ trĩ, nhện trắng, sâu xanh, sâu tơ, sâu cuốn lá. Liều dùng – cách pha – lượng nước: 15-20ml/bình 16-18 lít. Phun vào mặt sau của lá, nơi nhện đỏ trú ngụ. Phun ướt đẫm cây trồng. Lượng nước phun: 400 - 500 lít/ha. Thời điểm – hiệu lực: Phun thuốc khi sâu mới nở, sâu còn nhỏ (tuổi 1 - 2). Thời gian cách ly: 14 ngày sau khi phun. Lưu ý an toàn: Không phun thuốc khi có gió lớn hoặc trời sắp mưa to.",Thuốc BVTV,"group:thuoc-tru-sau, alias:ohayo-100sc, ai:chlorfenapyr, ai_rate:100g/lít, type:insecticide","[""Thông tin về OHAYO 100SC"", ""Cách sử dụng OHAYO 100SC"", ""OHAYO 100SC có tác dụng gì?"", ""Liều dùng của OHAYO 100SC là bao nhiêu?"", ""OHAYO 100SC có an toàn cho cây trồng không?"", ""Hãng sản xuất OHAYO 100SC là ai?"", ""OHAYO 100SC diệt loại sâu nào?"", ""Lưu ý khi sử dụng OHAYO 100SC""]",
LUFENURON,LUFENURON 5EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: LUFENURON 5EC. Hoạt chất: Lufenuron 5%w/w - Special additives 95%w/w. Nhóm thuốc: Thuốc trừ sâu thế hệ mới. Hãng sản xuất: Henan Vision Agricultural Science And Technology Co., Ltd.. Đặc tính – công dụng: LUFENURON 5EC là thuốc trừ sâu thế hệ mới, có tác động vị độc. Phổ tác dụng rộng, có tác dụng điều tiết sinh trưởng côn trùng, ức chế tổng hợp chất Kitin làm ấu trùng sâu không lột xác được và chết. Hiệu quả diệt sâu triệt để.. Đối tượng: Cây trồng: Bầu bí, chè, dưa các loại, hoa các loại; Đậu tương (đậu phộng); Đậu xanh; Thuốc lá; Lúa; Bắp cải; Ngô (bắp). Phạm vi: Sâu hại: Sâu vẽ bùa; Sâu đục quả, sâu xanh; Sâu khoang, sâu xanh da láng; Sâu xanh da láng; Sâu cuốn lá; Sâu tơ, sâu xanh; Sâu keo mùa thu. Liều dùng – cách pha – lượng nước: 0.6 lít/ha. Lượng nước 500-600 lít/ha. Thời điểm – hiệu lực: Phun khi sâu mới xuất hiện (tuổi 1 - 2), mật độ khoảng 3 - 5 con/cây.. Lưu ý an toàn: Đối với cây ăn trái (cam) có thể sử dụng 50 - 80ml thuốc/100 lít. Phun ướt đều cây trồng. Phun khi mới xuất hiện đọt, lá non. Thời gian cách ly: 7 ngày sau khi phun.",Thuốc BVTV,group:insecticide; alias:lufenuron-5ec; ai:Lufenuron; ai_rate:5%; type:insecticide,"[""Thông tin về LUFENURON 5EC"", ""Cách sử dụng LUFENURON 5EC"", ""LUFENURON 5EC có tác dụng gì?"", ""Hướng dẫn liều dùng LUFENURON 5EC"", ""LUFENURON 5EC có an toàn không?"", ""LUFENURON 5EC và các sâu hại"", ""Thời gian cách ly của LUFENURON 5EC là bao lâu?"", ""LUFENURON 5EC có thể dùng cho cây nào?""]",
Takiwa,Takiwa 22SC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: Takiwa 22SC. Hoạt chất: Meta umizone 22%w/w (240g/L). Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Shandong United Pesticide Industry Co., Ltd.. Đặc tính – công dụng: Hoạt chất Meta umizone là thuốc trừ sâu tác động trong hệ thần kinh côn trùng, khiến côn trùng bị liệt, ngừng ăn, và chết dần sau khi ăn phải thuốc. Hiệu quả cao với sâu tơ, sâu xanh, sâu cuốn lá, sâu khoang.... Đối tượng: Cây trồng: Bắp cải, Hành, Cà chua, Đậu tương (đậu nành), Lúa. Phạm vi: Sâu hại: Sâu tơ, sâu xanh, sâu khoang, sâu đục quả, sâu xanh da láng, nhện đỏ, sâu cuốn lá. Liều dùng – cách pha – lượng nước: Liều dùng: 0.8 lít/ha. Pha từ 24 - 30ml/bình 20 lít nước.. Thời điểm – hiệu lực: Phun vào sáng sớm hoặc chiều mát. Lượng nước phun 500 - 600 lít/ha, phun thuốc khi sâu tuổi nhỏ (tuổi 1 - 2) mới xuất hiện gây hại, mật độ khoảng 1 - 5 con/cây.. Lưu ý an toàn: Lắc kỹ chai thuốc trước khi sử dụng. Đi chậm, phun đủ lượng nước khuyến cáo. Không phun khi trời sắp mưa to hoặc khi có gió lớn.. Thời gian cách ly: 7 ngày sau khi phun.",Pesticide,"group:insecticide, alias:takiwa-22sc, ai:meta-umizone, ai_rate:22%, type:insecticide","[""Thông tin về Takiwa 22SC"", ""Cách sử dụng Takiwa 22SC"", ""Takiwa 22SC có tác dụng gì?"", ""Liều dùng của Takiwa 22SC là bao nhiêu?"", ""Takiwa 22SC có an toàn không?"", ""Hướng dẫn phun Takiwa 22SC"", ""Takiwa 22SC có hiệu quả với sâu nào?"", ""Thời gian cách ly của Takiwa 22SC là bao lâu?""]",
LEKIMA,LEKIMA 100EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: LEKIMA 100EC. Hoạt chất: Pyriproxyfen............100g/L - Special additives...900g/L. Nhóm thuốc: Insecticide. Hãng sản xuất: Shanghai Shengnong Pesticide Co., Ltd.. Đặc tính – công dụng: Pyriproxyfen là một loại chất thế hệ mới, có cơ chế gây ức chế quá trình tổng hợp hóc môn của côn trùng, làm cho côn trùng không thể lột xác được, và mất khả năng sinh sản, đặc biệt là giai đoạn ấu trùng và phân hoá. Nó ngăn chặn ấu trùng phát triển đến tuổi trưởng thành, do đó khiến chúng không thể sinh sản và chết đi, làm cho côn trùng mất khả năng đẻ trứng. Pyriproxyfen có hiệu quả rất cao trong phòng trừ: Bọ phấn trắng (rầy phấn), rệp vảy, rệp sáp, sâu vẽ bùa, bọ trĩ, rầy mềm,.... Đối tượng: Cây trồng: Hoa hồng, rau cải; Cà phê, roi (mận); Cam, chanh, bưởi; Hồ tiêu, rau cải.... Phạm vi: Sâu hại: Bọ phấn, rầy mềm; Rệp sáp, rệp vảy; Sâu vẽ bùa; Tuyến trùng. Liều dùng – cách pha – lượng nước: Liều dùng: 0.6 lít/ha. Pha từ 25 - 30ml/bình 20 lít nước. Lượng nước phun: 500 - 600 lít/ha.. Thời điểm – hiệu lực: Phun thuốc khi sâu bọ vừa mới xuất hiện, mật độ khoảng 3-5 con/cây. Thời gian cách ly: 7 ngày sau khi phun.. Lưu ý an toàn: Có thể kết hợp thuốc với các gốc lưu dẫn, hoặc xông hơi để nâng cao hiệu quả phòng trừ!",Pesticide,group:insecticide; alias:lekima-100ec; ai:pyriproxyfen; ai_rate:100g/L; type:insecticide,"[""Thông tin về LEKIMA 100EC"", ""LEKIMA 100EC có tác dụng gì?"", ""Cách sử dụng LEKIMA 100EC"", ""LEKIMA 100EC có an toàn không?"", ""Liều dùng của LEKIMA 100EC là gì?"", ""LEKIMA 100EC có thể dùng cho cây nào?"", ""Hãng sản xuất của LEKIMA 100EC là ai?"", ""LEKIMA 100EC có hiệu quả với sâu nào?""]",
BINHTOX,BINHTOX 3.8EC GOLD,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: BINHTOX 3.8EC GOLD. Hoạt chất: Avermectin B1a, B1b (Abamectin) : 38g/lít. Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Bailing Agrochemical Co., Ltd. Đặc tính – công dụng: Hoạt chất Abamectin là thuốc tiếp xúc, nội hấp, lưu dẫn. Đặc trị nhiều loại sâu hại trên nhiều loại cây trồng khác nhau như: Sâu tơ, sâu hành, sâu vẽ bùa, bọ nhảy, sâu xám, sâu keo, bọ nhảy, rầy xanh, rầy phấn, rệp sáp, ốc bươu vàng.... Đối tượng: Cây trồng: Bắp cải, Đậu tương, Cải thìa, Bắp (ngô), Lúa, Hành. Phạm vi: Sâu hại: Sâu tơ, bọ nhảy, sâu xám, sâu đục quả, sâu vẽ bùa, sâu keo, sâu cuốn lá, đục thân, nhện gié, bọ trĩ, sâu hành. Liều dùng – cách pha – lượng nước: Pha 25ml/bình 20 lít. Sâu hành: Pha 50-100ml cho bình 20 lít. Lượng nước: Phun từ 400 - 600 lít/ha.. Thời điểm – hiệu lực: Phun khi sâu hại bắt đầu xuất hiện. Thời gian cách ly: 7 ngày sau khi phun.. Lưu ý an toàn: Sâu cuốn lá: Phun thuốc khi thấy bướm rộ. Nhện gié: Phun khi nhện xuất hiện tuổi nhỏ.",Thuốc BVTV,"group:herbicide; alias:binhtox-3-8ec-gold; ai:Avermectin B1a, B1b; ai_rate:38g/lít; type:insecticide","[""Thông tin về BINHTOX 3.8EC GOLD"", ""Cách sử dụng BINHTOX 3.8EC GOLD"", ""BINHTOX 3.8EC GOLD có tác dụng gì?"", ""Liều dùng của BINHTOX 3.8EC GOLD là gì?"", ""BINHTOX 3.8EC GOLD có an toàn không?"", ""Hướng dẫn sử dụng BINHTOX 3.8EC GOLD"", ""BINHTOX 3.8EC GOLD có hiệu lực trong bao lâu?"", ""Những lưu ý khi sử dụng BINHTOX 3.8EC GOLD""]",
FAPTANK,FAPTANK,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: FAPTANK. Hoạt chất: Alpha-cypermethrin 5%w/w - Special additives 95%w/w. Nhóm thuốc: Insecticide. Hãng sản xuất: Forward International Ltd (India). Đặc tính – công dụng: Hoạt chất Alpha-Cypermethrin được nhiều công ty đăng ký tên thương mại khác nhau ở Việt Nam dùng để trừ sâu đục thân, cuốn lá, bọ trĩ hại lúa, sâu (giòi) đục quả (đục cuống gây nên thối quả), rệp sáp, sùng khoai, sâu đo (sâu que), bọ xít, bọ nhảy hại vải thiều, nhãn, na, hồng, cam, quýt, rau màu và cây ăn quả.. Đối tượng: Cây trồng: Lúa, Cà phê, điều, hồ tiêu, cao su, Lạc (đậu phộng), đậu xanh, khoai lang, Đậu tương (đậu nành), bông vải.. Phạm vi: Sâu hại: Sâu cuốn lá, đục thân, sâu phao, bọ trĩ, bọ xít, sâu keo, muỗi hành, Kiến, rệp sáp, mọt, bọ xít muỗi, mối, sâu đục quả, rệp muội, Sâu khoang, sâu xanh, sâu đục quả, rệp muội, sâu hồng.. Liều dùng – cách pha – lượng nước: Liều dùng: 0.15 - 0.4 lít/ha. Pha 10ml cho bình từ 8 - 10 lít nước.. Thời điểm – hiệu lực: Phun ướt đều tán lá cả 2 mặt trên và dưới, phun khi sâu còn non tuổi 1 - 2. Thời gian cách ly: 10 ngày sau khi phun. Lượng nước phun: 400 - 500 lít/ha.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn.",Pesticide,group:insecticide; alias:faptank; ai:alpha-cypermethrin; ai_rate:5%; type:insecticide,"[""Thông tin về FAPTANK"", ""Cách sử dụng FAPTANK"", ""FAPTANK có tác dụng gì?"", ""Liều dùng của FAPTANK là bao nhiêu?"", ""FAPTANK có an toàn không?"", ""FAPTANK dùng để trừ sâu nào?"", ""Hãng sản xuất FAPTANK là ai?"", ""FAPTANK có những đặc tính gì?""]",
Biperin,Biperin 100EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: Biperin 100EC. Hoạt chất: Cypermethrin. Nhóm thuốc: Insecticide. Hãng sản xuất: Bioquest International (Ấn Độ). Đặc tính – công dụng: Biperin 100EC chứa hoạt chất Cypermethrin có cơ chế tiếp xúc, xông hơi, trừ sâu đục thân, sâu cuốn lá, bọ trĩ hại lúa, sâu (giòi) đục quả (đục cuống gây nên thối quả), sâu đo (sâu que), bọ xít, bọ nhảy hại vải thiều, nhãn, na, hồng, cam, quýt, rau màu và cây ăn quả.. Đối tượng: Cam, quýt, đào, lê, táo, cây dược liệu: Kỷ tử, sâm ngọc linh, cải các loại: Cải củ, cải dầu, cải thảo, rau họ thập tự như Bắp cải, súp lơ, su hào.. Phạm vi: Rầy mềm, sâu vẽ bùa, sâu đục trái, sâu tơ, bọ hung, bọ rùa.. Liều dùng – cách pha – lượng nước: Pha 20-40ml/bình 20 lít; 0.15 - 0.4 lít/ha; Lượng nước phun 500 lít/ha.. Thời điểm – hiệu lực: Phun thuốc ướt đều lá khi sâu mới nở, sâu còn nhỏ (tuổi 1 - 2), đối với cây non, cây trồng nhà kính, giảm thuốc khi pha cho thích hợp.. Lưu ý an toàn: Thời gian cách ly: 14 ngày; Không phun thuốc khi gió lớn hoặc trời sắp mưa.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Biperin 100EC + Tosi 30WG (Hoạt chất: Acetamiprid 30% w/w) cho cây ăn trái, sâu hại: Bọ trĩ, rầy mềm (rệp muội), rầy xanh, sâu đục trái, liều dùng: Biperin 20ml + Tosi 5 - 10g/bình 20 lít.",Pesticide,"group:insecticide, alias:biperin-100ec, ai:cypermethrin, ai_rate:100g/lít, type:insecticide","[""Thông tin về Biperin 100EC"", ""Cách sử dụng Biperin 100EC"", ""Biperin 100EC có tác dụng gì?"", ""Liều dùng của Biperin 100EC là bao nhiêu?"", ""Biperin 100EC có an toàn không?"", ""Hướng dẫn pha Biperin 100EC"", ""Biperin 100EC có thể phối trộn với thuốc nào?"", ""Biperin 100EC dùng cho cây gì?""]",
Somethrin,Somethrin 10EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: Somethrin 10EC. Hoạt chất: Cypermethrin 10%w/w - Phụ gia đặc biệt vừa đủ 1 lít. Nhóm thuốc: Insecticide. Hãng sản xuất: Jining City Yimin Chemical Plant. Đặc tính – công dụng: Somethrin 10EC chứa hoạt chất Cypermethrin có cơ chế tiếp xúc, xông hơi, trừ sâu đục thân, sâu cuốn lá, bọ trĩ hại lúa, sâu (giòi) đục quả (đục cuống gây nên thối quả), sâu đo (sâu que), bọ xít, bọ nhảy hại vải thiều, nhãn, na, hồng, cam, quýt, rau màu và cây ăn quả.. Đối tượng: Cam, quýt, đào, lê, táo, cây dược liệu như Kỷ tử, sâm ngọc linh, cải củ, cải dầu, cải thảo, rau họ thập tự như Bắp cải, súp lơ, su hào.... Phạm vi: Rầy mềm, sâu vẽ bùa, sâu đục trái, sâu tơ, bọ hung, bọ rùa.... Liều dùng – cách pha – lượng nước: Pha 20-40ml/bình 20 lít. Lượng nước phun 500 lít/ha.. Thời điểm – hiệu lực: Phun thuốc ướt đều lá khi sâu mới nở, sâu còn nhỏ (tuổi 1 - 2), đối với cây non (cây còn nhỏ), cây trồng nhà kính, giảm thuốc khi pha cho thích hợp.. Lưu ý an toàn: Thời gian cách ly: 14 ngày. Không phun thuốc khi gió lớn hoặc trời sắp mưa.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Somethrin 10EC + Tosi 30WG (Hoạt chất: Acetamiprid 30% w/w) cho cây trồng: Lúa, rau màu, cây ăn trái, sâu hại: Bọ trĩ, rầy mềm, rầy xanh, sâu đục trái... Liều dùng: Somethrin 20ml + Tosi 5-10g/bình 20 lít.",Pesticide,"group:insecticide, alias:somethrin-10ec, ai:cypermethrin, ai_rate:10%, type:insecticide","[""Thông tin về Somethrin 10EC"", ""Cách sử dụng Somethrin 10EC"", ""Somethrin 10EC có tác dụng gì?"", ""Liều dùng của Somethrin 10EC là bao nhiêu?"", ""Somethrin 10EC có an toàn không?"", ""Hãng sản xuất Somethrin 10EC là ai?"", ""Somethrin 10EC có thể phối trộn với thuốc nào?"", ""Somethrin 10EC dùng cho cây gì?""]",
BPALATOX,BPALATOX 100EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: BPALATOX 100EC. Hoạt chất: Alpha-cypermethrin. Nhóm thuốc: Pyrethroid tổng hợp. Hãng sản xuất: Bioquest International (Ấn Độ). Đặc tính – công dụng: Bpalatox 100EC chứa hoạt chất Alpha-Cypermethrin là một pyrethroid tổng hợp mô phỏng các tính chất của pyrethrum, được chiết xuất tự nhiên từ hoa cúc. Hoạt chất Alpha-Cypermethrin có cơ chế xông hơi, tác động đến côn trùng thông qua cơ chế tiếp xúc trực tiếp, chất độc can thiệp vào các tế bào thần kinh của côn trùng, làm tê liệt và ngăn côn trùng thực hiện các chức năng bình thường như ăn, chạy, nhảy. Sau đó côn trùng chết do không thể tự ăn được.. Đối tượng: Cây trồng: Đào, hồng quả, táo, bưởi, cam, chanh, quýt, tắc, cải thảo, khoai lang, ngô, hoa các loại, rau diếp, xà lách. Phạm vi: Sâu hại: Rầy mềm, sâu đục trái, sâu vẽ bùa, bướm trắng hai chấm, rệp muội, sâu keo mùa thu. Liều dùng – cách pha – lượng nước: Pha 20-40ml/bình 20 lít, lượng nước phun 400-500 lít/ha. Thời điểm – hiệu lực: Phun thuốc ướt đều lá khi sâu mới nở, sâu còn nhỏ (tuổi 1 - 2), đối với cây non (cây còn nhỏ), cây trồng nhà kính, giảm thuốc khi pha cho thích hợp. Lưu ý an toàn: Thời gian cách ly: 14 ngày, không phun thuốc khi có gió lớn hoặc trời sắp mưa to.",Thuốc BVTV,group:insecticide; alias:bpalatox-100ec; ai:alpha-cypermethrin; ai_rate:100g/lít; type:insecticide,"[""Thông tin về BPALATOX 100EC"", ""Cách sử dụng BPALATOX 100EC"", ""BPALATOX 100EC có tác dụng gì?"", ""Liều dùng của BPALATOX 100EC là gì?"", ""BPALATOX 100EC có an toàn không?"", ""Hãng sản xuất BPALATOX 100EC là ai?"", ""BPALATOX 100EC dùng cho cây gì?"", ""BPALATOX 100EC có những lưu ý gì khi sử dụng?""]",
