id,question,answer,category,tags,alt_questions,img_keys
KOTO,"KOTO 240SC, BENXANA 240SC, KOTO 240SC GOLD","Nhóm sản phẩm: KOTO 240SC, BENXANA 240SC, KOTO 240SC GOLD. Các tên / nhãn tương đương: KOTO 240SC, BENXANA 240SC, KOTO 240SC GOLD. Hoạt chất: Thiacloprid 240g/lít + Phụ gia đặc biệt 760g/lít. Nhóm thuốc: Insecticide. Hãng sản xuất: Fertiagro Pte., Ltd (Singapore). Đặc tính – công dụng: Koto chứa hoạt chất Thiacloprid lưu dẫn thế hệ mới, đối kháng với thụ thể Acetylcholine nicotinic trong hệ thần kinh. Nó làm rối loạn tế bào thần kinh dẫn đến cái chết của côn trùng. Thiacloprid có phổ tác động rất rộng, hiệu quả với sâu miệng nhai và chích hút như: Rầy nâu, bọ trĩ, rệp sáp, rầy mềm, bọ nhảy, sâu đục quả, sâu đục cuống, sâu đục thân. Đối tượng: Cây trồng: Dâu tây, dưa chuột, dưa hấu, các loại hoa như Hoa cúc, hoa đồng tiền, hoa hồng, Rau họ thập tự: Bắp cải, súp lơ, su hào, táo, lúa, trà, cây rừng, cà phê. Phạm vi: Sâu hại: Bọ phấn, bọ trĩ, rầy mềm, sâu lá, sâu đục thân, cuốn lá, bọ xít muỗi, rầy xanh, rệp sáp, mọt đục cành. Liều dùng – cách pha – lượng nước: Pha 25-50ml/bình 25 lít. Cây non, cây trồng trong nhà kính pha liều thấp (25ml/bình 25 lít). Lưu ý an toàn: Thời gian cách ly 7 ngày. Không phun thuốc khi có gió lớn hoặc trời sắp mưa to. Lượng nước phun từ 400 lít/ha. Phun thuốc ướt đều lá khi sâu mới nở, sâu còn nhỏ (tuổi 1 - 2), đối với cây non (cây còn nhỏ), cây trong nhà kính, giảm thuốc khi pha cho thích hợp.",Pesticide,"group:insecticide, alias:koto-240sc, alias:benxana-240sc, alias:koto-240sc-gold, ai:thiacloprid, ai_rate:240g/lít, type:insecticide","[""Thông tin về KOTO 240SC"", ""Cách sử dụng BENXANA 240SC"", ""KOTO 240SC GOLD có tác dụng gì?"", ""Liều dùng của KOTO 240SC là bao nhiêu?"", ""KOTO 240SC có hiệu quả với sâu nào?"", ""Hãng sản xuất của BENXANA 240SC là ai?"", ""Lưu ý khi sử dụng KOTO 240SC GOLD"", ""KOTO 240SC có thời gian cách ly bao lâu?""]",
giao_su_sau,GIÁO SƯ SÂU,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: GIÁO SƯ SÂU. Hoạt chất: Avermectin B1a, B1b (Abamectin 36g/l). Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Jiangxi Machinery & Equipment Import & Export Co., Ltd. Đặc tính – công dụng: Sản phẩm là thuốc trừ sâu tiếp xúc, nội hấp, lưu dẫn. Đặc trị nhiều loại sâu, nhện trên nhiều loại cây trồng khác nhau như: Sâu cuốn lá, nhện gié, sâu tơ, rệp sáp, nhện đỏ, sâu xanh, bọ phấn, rầy mềm, ruồi vàng, bọ xít.... Đối tượng: Rau cải, Hành lá, Lúa. Phạm vi: Sâu hại: Sâu tơ, Sâu hành, Sâu cuốn lá. Liều dùng – cách pha – lượng nước: Pha 25-50ml/bình 20 lít. Thời điểm – hiệu lực: Phun thuốc khi sâu tuổi còn nhỏ.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn. Thời gian cách ly: 7 ngày sau khi phun.",Thuốc BVTV,"group:thuoc-tru-sau, alias:giao-su-sau, ai:Avermectin, ai_rate:36g/l, type:insecticide","[""Thông tin về GIÁO SƯ SÂU"", ""Cách sử dụng GIÁO SƯ SÂU"", ""GIÁO SƯ SÂU có tác dụng gì?"", ""Liều dùng của GIÁO SƯ SÂU là gì?"", ""Hãng sản xuất GIÁO SƯ SÂU"", ""Lưu ý khi sử dụng GIÁO SƯ SÂU"", ""GIÁO SƯ SÂU có hiệu lực như thế nào?"", ""Đối tượng sử dụng của GIÁO SƯ SÂU""]",
Ecudor,Ecudor 22.4SC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: Ecudor 22.4SC. Hoạt chất: Spirotetramat 22.4% w/w + Chất phụ gia 77.6% w/w. Nhóm thuốc: Thuốc trừ sâu lưu dẫn. Hãng sản xuất: Guilin Jiqi Group., Ltd. Đặc tính – công dụng: Sản phẩm là thuốc trừ sâu lưu dẫn 2 chiều, hấp thu qua lá, di chuyển cả lên và xuống trong cây gây ức chế sinh tổng hợp lipid, làm côn trùng ngừng phát triển, giảm sinh sản và chết, cơ chế hấp thu nhanh nên ít ảnh hưởng đến thiên địch, hiệu quả trên nhiều cây trồng. Sản phẩm diệt trừ tốt: rệp sáp, rệp vảy, rầy xanh, bọ trĩ, nhện đỏ, rầy phấn, sâu tơ, sâu xanh, rầy chổng cánh.. Đối tượng: Cây trồng: Khoai tây, cà chua, dưa chuột, thanh long, bưởi, chè, cà chua, vải, xoài, bắp cải, cà phê, cam, bưởi, tiêu, sầu riêng, hoa cúc, hoa hồng.. Phạm vi: Sâu hại: Bọ phấn, sâu đục quả, bọ trĩ, sâu tơ, nhện, rệp sáp, rệp muỗi, rầy chổng cánh, nhện đỏ.. Liều dùng – cách pha – lượng nước: Liều lượng: 0.3 – 0.5 lít/ha. Pha 18 – 20 ml cho bình 20 lít nước. Lượng nước phun 500 – 600 lít/ha.. Thời điểm – hiệu lực: Phun thuốc khi sâu, bọ mới xuất hiện, mật độ khoảng 3 – 5 con/lá hoặc khoảng từ 3 – 6 con/ngọn. Nên phun vào lúc sáng sớm hoặc chiều mát để đạt hiệu quả cao nhất.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn. Thời gian cách ly: 14 ngày với khoai tây và cà phê, 5 ngày với dưa chuột.",Thuốc BVTV,group:insecticide; alias:ecudor-22-4sc; ai:spirotetramat; ai_rate:22.4%; type:insecticide,"[""Thông tin về Ecudor 22.4SC"", ""Cách sử dụng Ecudor 22.4SC"", ""Ecudor 22.4SC có tác dụng gì?"", ""Liều dùng của Ecudor 22.4SC là bao nhiêu?"", ""Ecudor 22.4SC có an toàn không?"", ""Những cây trồng nào có thể sử dụng Ecudor 22.4SC?"", ""Ecudor 22.4SC diệt được sâu hại nào?"", ""Hãng sản xuất Ecudor 22.4SC là ai?""]",
SUPAREP,SUPAREP 22.4SC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: SUPAREP 22.4SC. Hoạt chất: Spirotetramat 22.4% w/w + Chất phụ gia 77.6% w/w. Nhóm thuốc: Thuốc trừ sâu lưu dẫn. Hãng sản xuất: Qingdao Haina Biotechnology Co., Ltd.. Đặc tính – công dụng: Sản phẩm là thuốc trừ sâu lưu dẫn 2 chiều, hấp thu qua lá, di chuyển cả lên và xuống trong cây gây ức chế sinh tổng hợp lipid, làm côn trùng ngừng phát triển, giảm sinh sản và chết, cơ chế hấp thu nhanh nên ít ảnh hưởng đến thiên địch, hiệu quả trên nhiều cây trồng. Sản phẩm diệt trừ tốt: rệp sáp, rệp vảy, rầy xanh, bọ trĩ, nhện đỏ, rầy phấn, sâu tơ, sâu xanh, rầy chổng cánh.. Đối tượng: Cây trồng: Khoai tây, cà chua, dưa chuột, thanh long, bưởi, chè, cà chua, vải, xoài, bắp cải, cà phê, cam, bưởi, tiêu, sầu riêng, hoa cúc, hoa hồng.. Phạm vi: Bọ phấn, sâu đục quả, bọ trĩ, sâu đục quả, sâu tơ, nhện, rệp sáp, rệp muỗi, rầy chổng cánh, nhện đỏ.. Liều dùng – cách pha – lượng nước: 0.3 – 0.5 lít/ha. Pha 18 – 20 ml cho bình 20 lít nước. Lượng nước phun 500 – 600 lít/ha.. Thời điểm – hiệu lực: Phun thuốc khi sâu, bọ mới xuất hiện, mật độ khoảng 3 – 5 con/lá hoặc khoảng từ 3 – 6 con/ngọn. Nên phun vào lúc sáng sớm hoặc chiều mát để đạt hiệu quả cao nhất.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn. Thời gian cách ly: 14 ngày với khoai tây và cà phê, 5 ngày với dưa chuột.",Thuốc BVTV,"group:herbicide, alias:suparep-22-4sc, ai:spirotetramat, ai_rate:22.4%, type:insecticide","[""Thông tin về SUPAREP 22.4SC"", ""Cách sử dụng SUPAREP 22.4SC"", ""SUPAREP 22.4SC có tác dụng gì?"", ""Liều dùng của SUPAREP 22.4SC là bao nhiêu?"", ""SUPAREP 22.4SC có an toàn không?"", ""Hãng sản xuất SUPAREP 22.4SC là ai?"", ""SUPAREP 22.4SC diệt được những loại sâu nào?"", ""Hướng dẫn pha SUPAREP 22.4SC""]",
KYODO,KYODO 25SC GOLD,"Nhóm sản phẩm: Thuốc diệt côn trùng. Các tên / nhãn tương đương: KYODO 25SC GOLD. Hoạt chất: Diafenthiuron 250g/lít - Phụ gia đặc biệt vừa đủ. Nhóm thuốc: Diệt côn trùng. Hãng sản xuất: Biocrop Pte., Ltd (Singapore). Đặc tính – công dụng: Kyodo 25SC là thuốc diệt côn trùng thế hệ mới, chuyên dùng đặc trị các loại nhện gây hại trên cây trồng. Thuốc có dạng SC rất mát, có thể phun được ở mọi giai đoạn.. Đối tượng: Cây trồng: Vải, cam, chè, nhãn, bắp cải, hoa hồng, lạc, rau cải, cà tím, su hào; Sâu hại: Nhện lông nhung, nhện đỏ, nhện vàng, sâu tơ, sâu xanh, sâu ăn lá, bọ phấn, rệp, rầy xanh, sâu khoang, bọ nhảy.. Phạm vi: Phun ướt đều để có hiệu quả tốt nhất.. Liều dùng – cách pha – lượng nước: Liều lượng: Pha 22ml/20 lít nước. Mật độ cao: Pha 1.5 gói/20 lít nước.. Thời điểm – hiệu lực: Sử dụng thuốc trước khi đậu quả.. Lưu ý an toàn: Không phun thuốc khi có gió lớn hoặc trời sắp mưa to. Lượng nước phun 400 - 800 lít/ha, khi cây còn non, cây trong nhà kính cần giảm lượng thuốc cho thích hợp. Không xịt cho lúa và cây trồng khác, có thể gây ngộ độc cây trồng. Không xịt khi trời mưa to hoặc có gió lớn. Thời gian cách ly: 7 ngày.",Thuốc BVTV,group:insecticide; alias:kyodo-25sc-gold; ai:Diafenthiuron; ai_rate:250g/lít; type:insecticide,"[""Thông tin về KYODO 25SC GOLD"", ""Cách sử dụng KYODO 25SC GOLD"", ""KYODO 25SC GOLD có tác dụng gì?"", ""Liều dùng của KYODO 25SC GOLD là gì?"", ""KYODO 25SC GOLD có an toàn không?"", ""Hãng sản xuất KYODO 25SC GOLD là ai?"", ""KYODO 25SC GOLD dùng cho cây gì?"", ""Những lưu ý khi sử dụng KYODO 25SC GOLD""]",
FORZATE,FORZATE 20EW,"Nhóm sản phẩm: Trừ tuyến trùng. Các tên / nhãn tương đương: FORZATE 20EW. Hoạt chất: Fosthiazate 20% w/w. Nhóm thuốc: Thuốc trừ tuyến trùng. Hãng sản xuất: Shanxi Hongyang Chemicals Co., Ltd. Đặc tính – công dụng: FORZATE 20EW “Cuộc Cách Mạng Tuyến Trùng” với hợp chất mới phát minh trên thế giới, lưu dẫn mạnh, diệt trừ triệt để tuyến trùng ở tất cả các giai đoạn, kể cả trứng. Thuốc có hiệu lực kéo dài trên 90 ngày sau khi sử dụng. FORZATE 20EW thật sự là món quà vô giá mang lại hiệu quả và sự an tâm cho người nông dân tiên tiến.. Đối tượng: Cà phê. Phạm vi: Tuyến trùng rễ. Liều dùng – cách pha – lượng nước: Pha 24ml / 20 lít nước. Thời điểm – hiệu lực: Tưới đều thuốc quanh gốc vào đầu mùa mưa hoặc khi cây có biểu hiện vàng lá do tuyến trùng. Đối với cây con và các cây trồng ngắn ngày, xử lý đất bằng thuốc từ 7 - 10 ngày trước khi gieo trồng.. Lưu ý an toàn: Không phun khi trời sắp mưa to hoặc khi có gió lớn. Thời gian cách ly: 14 ngày sau khi phun.",Thuốc BVTV,"group:trừ_tuyến_trùng, alias:forzate_20ew, ai:fosthiazate, ai_rate:20%, type:herbicide","[""Thông tin về FORZATE 20EW"", ""Cách sử dụng FORZATE 20EW"", ""FORZATE 20EW có hiệu quả không?"", ""Liều dùng của FORZATE 20EW là gì?"", ""FORZATE 20EW có an toàn không?"", ""Hãng sản xuất FORZATE 20EW là ai?"", ""FORZATE 20EW có diệt được tuyến trùng không?"", ""FORZATE 20EW và cách pha chế""]",
LAMA,LAMA 50EC,"Nhóm sản phẩm: Thuốc trừ nhện. Các tên / nhãn tương đương: LAMA 50EC. Hoạt chất: Hexythiazox 50g/lít - Phụ gia đặc biệt vừa đủ 1 lít. Nhóm thuốc: Thuốc trừ nhện. Hãng sản xuất: Fertigap Pte., Ltd (Singapore). Đặc tính – công dụng: Lama 50EC ức chế quá trình lột xác và tác động lên các pha sinh trưởng của nhện như: trứng nhện, ấu trùng và nhện trưởng thành. Thuốc có tính nội hấp, hiệu quả cao đối với nhiều loài nhện hại thực vật. Đặc trị nhện các loại hại thực vật như: “nhện đỏ, nhện gié, nhện lông nhung và nhện trắng” trên cây có múi, chè, hoa, rau…. Đối tượng: Nhện đỏ, nhện trắng, nhện gié. Phạm vi: Cây có múi, chè, hoa, rau, lúa. Liều dùng – cách pha – lượng nước: Pha 24ml / 20 lít nước cho cam, quýt, cây ăn trái; Pha 15–20 ml/bình 16–18 lít cho lúa. Thời điểm – hiệu lực: Thời gian cách ly: 7 ngày; Lượng nước phun 400 – 800 lít/ha; Không phun thuốc khi có gió lớn hoặc trời sắp mưa to.. Lưu ý an toàn: Không phun thuốc khi có gió lớn hoặc trời sắp mưa to.. Trường hợp cỏ già: Không có thông tin. Kinh nghiệm phối trộn: Không có thông tin",Thuốc BVTV,group:herbicide; alias:lama-50ec; ai:Hexythiazox; ai_rate:50g/lít; type:herbicide,"[""Thông tin về LAMA 50EC"", ""Cách sử dụng LAMA 50EC"", ""LAMA 50EC có tác dụng gì?"", ""Liều lượng LAMA 50EC cho cây trồng"", ""LAMA 50EC có an toàn không?"", ""Những lưu ý khi sử dụng LAMA 50EC"", ""LAMA 50EC có hiệu quả với nhện đỏ không?"", ""Hãng sản xuất LAMA 50EC là ai?""]",
BIPIMAI,BIPIMAI 150EC,"Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: BIPIMAI 150EC. Hoạt chất: Pyridaben 150g/lít - Phụ gia đặc biệt vừa đủ 1 lít. Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Sheyang Huanghai Pesticide & Chemical Industry Co., Ltd. Đặc tính – công dụng: Bipimai 150EC chứa hoạt chất Pyridaben kìm hãm sự vận chuyển điện tử trong ty thể của tế bào, làm ảnh hưởng đến quá trình tạo năng lượng, gây tử vong cho sâu, nhện. Hoạt chất Pyridaben có tác động tiếp xúc, quật ngã và gây chết nhanh, hiệu lực dài. Tác động đến mọi giai đoạn phát triển của sâu, nhện, đặc biệt là ấu trùng nhện và nhện trưởng thành.. Đối tượng: Cây trồng: Bầu, bí, mướp; Cây có múi: bưởi, cam, chanh quýt, tắc; Cà các loại; Rau màu, các loại dưa; Hoa hồng; Nho, các loại.. Phạm vi: Sâu hại: Bọ phấn, Nhện đỏ, Nhện trắng, Bọ nhảy, Rầy mềm.. Liều dùng – cách pha – lượng nước: Pha 20–40 ml/bình 20 lít.. Thời điểm – hiệu lực: Phun thuốc ướt đều lá khi sâu mới nở, sâu còn nhỏ (tuổi 1–2), đối với cây non (cây còn nhỏ), cây trong nhà kính, giảm thuốc khi pha cho thích hợp.. Lưu ý an toàn: Thời gian cách ly: 14 ngày. Không phun thuốc khi có gió lớn hoặc trời sắp mưa to.. Trường hợp cỏ già: Không có thông tin.. Kinh nghiệm phối trộn: Không có thông tin.",Pesticide,group:herbicide; alias:bipimai-150ec; ai:pyridaben; ai_rate:150g/l; type:insecticide,"[""Thông tin về BIPIMAI 150EC"", ""Cách sử dụng BIPIMAI 150EC"", ""BIPIMAI 150EC có tác dụng gì?"", ""Liều dùng của BIPIMAI 150EC là bao nhiêu?"", ""BIPIMAI 150EC có an toàn không?"", ""BIPIMAI 150EC dùng cho cây gì?"", ""BIPIMAI 150EC có tác dụng với sâu nào?"", ""Hãng sản xuất BIPIMAI 150EC là ai?""]",
KYODO_25SC_50WP,"KYODO 25SC, KYODO 50WP","Nhóm sản phẩm: Thuốc trừ sâu. Các tên / nhãn tương đương: KYODO 25SC, KYODO 50WP. Hoạt chất: Diafenthiuron 250g/lít - Phụ gia đặc biệt vừa đủ. Nhóm thuốc: Thuốc trừ sâu. Hãng sản xuất: Fertiagro Pte., Ltd (Singapore). Đặc tính – công dụng: Kyodo tác động tiếp xúc và vị độc, khi thuốc ngấm vào trong cơ thể dịch hại, thuốc chuyển hóa thành hợp chất khử N-Metyl, ức chế hô hấp và kích động quá mức thụ thể Octopamin làm dịch hại bị tê liệt ngừng ăn và chết. Kyodo có thể diệt sâu non, sâu trưởng thành và trứng sâu. Đặc trị nhện đỏ, nhện vàng, bọ phấn, rầy xanh, rầy mềm, sâu tơ, sâu xanh.... Đối tượng: Cam, quýt, chè, hoa hồng, nho, khoai, hoa các loại, rau màu. Phạm vi: Bọ trĩ, nhện đỏ, nhện trắng, rầy xanh, bọ xít, bọ hà, sâu xanh, sâu tơ. Liều dùng – cách pha – lượng nước: Pha 20-30ml/bình 16-18 lít. Phun ướt đẫm cây từ gốc tới ngọn. Liều lượng: 0.8 kg/ha. Pha 25-30g/bình 16 lít. Phun ướt đều cây trồng. Thời điểm – hiệu lực: Sử dụng thuốc trước khi đậu quả. Thời gian cách ly: 7 ngày. Lưu ý an toàn: Không xịt cho lúa và các cây trồng khác, có thể gây ngộ độc cây trồng. Không xịt khi trời mưa to hoặc có gió lớn.. Trường hợp cỏ già: Không có. Kinh nghiệm phối trộn: 1. Kyodo 25SC + Ohayo 100SC (Hoạt chất: Chlorfenapyr 100g/lít). 2. Kyodo 25SC + Ortus 55SC (Hoạt chất: Fenpyroximate 5% w/w).",Thuốc BVTV,"group:herbicide, alias:kyodo-25sc, alias:kyodo-50wp, ai:diafenthiuron, ai_rate:250g/lít, type:insecticide","[""Thông tin về KYODO 25SC và KYODO 50WP"", ""Cách sử dụng KYODO 25SC và KYODO 50WP"", ""KYODO 25SC có tác dụng gì?"", ""KYODO 50WP có thể diệt những loại sâu nào?"", ""Liều dùng của KYODO 25SC là bao nhiêu?"", ""KYODO 25SC có an toàn cho cây trồng không?"", ""Hãng sản xuất KYODO 25SC là ai?"", ""Kinh nghiệm phối trộn với KYODO 25SC""]",
SETIS,SETIS GIÁO SƯ NHỆN 34SC,"Nhóm sản phẩm: Thuốc BVTV. Các tên / nhãn tương đương: SETIS GIÁO SƯ NHỆN 34SC. Hoạt chất: Spirodiclofen 34% w/w. Nhóm thuốc: Insecticide. Hãng sản xuất: Shandong Zhongxin Kenong Biological Technology Co., Ltd. Đặc tính – công dụng: Sản phẩm chứa hoạt chất Spirodiclofen, là hoạt chất mới và hiếm, chuyên dùng đặc trị nhện và côn trùng chích hút đã kháng thuốc. Khả năng lưu dẫn hai chiều, ức chế quá trình tổng hợp và trao đổi chất nên thuốc có khả năng diệt cả ấu trùng và làm ung trứng của đối tượng gây hại, hiệu quả của thuốc diệt trừ cực mạnh và kéo dài.. Đối tượng: Cam, chanh, bưởi, quýt, chè, dâu tây. Phạm vi: Nhện đỏ, Nhện trắng, Nhện lông nhung. Liều dùng – cách pha – lượng nước: Pha 12–15 ml/20 lít nước.. Thời điểm – hiệu lực: Phun vào sáng sớm hoặc chiều mát khi nhện vừa mới xuất hiện, mật độ khoảng 3–5 con/lá. Thời gian cách ly: 7 ngày sau khi phun.. Lưu ý an toàn: Không thích hợp với hoa hồng và giai đoạn có hoa của cây ăn trái. Không phun khi trời sắp mưa to hoặc khi có gió lớn.",Thuốc BVTV,"group:insecticide, alias:setis-giao-su-nhen-34sc, ai:spirodiclofen, ai_rate:34%, type:insecticide","[""Thông tin về SETIS GIÁO SƯ NHỆN 34SC"", ""SETIS GIÁO SƯ NHỆN 34SC có công dụng gì?"", ""Hướng dẫn sử dụng SETIS GIÁO SƯ NHỆN 34SC"", ""SETIS GIÁO SƯ NHỆN 34SC có những lưu ý gì khi sử dụng?"", ""Liều dùng của SETIS GIÁO SƯ NHỆN 34SC là bao nhiêu?"", ""SETIS GIÁO SƯ NHỆN 34SC có hiệu lực trong thời gian bao lâu?"", ""SETIS GIÁO SƯ NHỆN 34SC có phù hợp với cây hoa hồng không?"", ""Cách pha SETIS GIÁO SƯ NHỆN 34SC như thế nào?""]",
